graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_0.txt;700;410;89,7705;32;48;23,40475041757357;9,372698455833433;7;
graph_1.txt;400;125;89,746;20;30;27,96845324447079;18,807046425621976;3;
graph_10.txt;700;247;87,2515;30;45;18,054552461520547;13,313721330221062;14;
graph_100.txt;700;235;87,2285;32;48;20,965711840557404;23,525415522366867;14;
graph_1000.txt;500;162;89,8607;30;45;19,291955060456456;19,200076726642667;2;
graph_1001.txt;800;239;89,0068;38;57;7,051903951945575;36,237526915950205;13;
graph_1003.txt;1000;294;86,6744;34;51;8,03304521916543;30,46350286766211;18;
graph_1004.txt;500;182;86,663;34;51;7,400599754441922;12,108779905573972;11;
graph_1005.txt;400;115;89,3921;32;48;17,95145161203176;6,290921259086002;11;
graph_1006.txt;700;175;88,6169;34;51;1,0654639119379783;15,429231889419361;10;
graph_1007.txt;500;170;83,7785;38;57;7,679782015274691;25,317141483988067;17;
graph_1008.txt;800;188;89,1499;32;48;25,71773509737133;20,669145996908426;10;
graph_1010.txt;700;243;87,9801;36;54;3,9077002406474795;12,724689718442026;18;
graph_1011.txt;600;142;88,7973;28;42;7,444827934960263;24,474050808541456;9;
graph_1012.txt;1100;264;88,6014;34;51;4,656898435073327;9,37965057757632;11;
graph_1013.txt;700;181;85,685;32;48;2,5966687876355623;37,099812726002845;16;
graph_1014.txt;400;69;85,441;26;39;6,974692522521173;8,222848719477101;12;
graph_1015.txt;200;40;89,0555;30;45;10,015780452109698;5,47241138922878;7;
graph_1017.txt;600;112;84,5157;34;51;8,83331021510906;16,543362502045866;12;
graph_1019.txt;400;120;83,4655;38;57;5,1378275411476375;13,450816943833134;16;
graph_102.txt;700;203;86,8557;34;51;14,688539150202109;21,459022982532566;13;
graph_1020.txt;400;122;89,2626;32;48;4,887535920606477;8,649280611550866;6;
graph_1021.txt;500;119;89,7764;30;45;16,49416178361955;14,346228326668966;8;
graph_1022.txt;300;52;89,6111;26;39;15,073451196381637;14,829516553570551;6;
graph_1023.txt;300;80;80,3271;32;48;13,96623866274783;12,806918566968166;16;
